KID,SPUD,COMPLETION,vintage_year
1044122137,2012-06-23,2012-08-29,2012.0
1044122637,2012-07-22,2012-08-06,2012.0
1044122662,2012-08-15,2012-11-26,2012.0
1044123104,2012-07-03,2012-09-04,2012.0
1044123121,2012-06-19,2012-07-10,2012.0
1044123129,2012-06-14,2012-06-21,2012.0
1044125035,2012-06-25,2012-07-31,2012.0
1044125036,2012-06-26,2012-07-31,2012.0
1044125066,2012-06-14,2012-06-23,2012.0
1044125399,2012-06-22,2012-09-05,2012.0
1044125408,2012-06-30,2012-08-01,2012.0
1044125829,2012-08-01,2012-08-29,2012.0
1044126656,2012-07-07,2012-07-16,2012.0
1044126678,2012-08-30,2012-10-10,2012.0
1044126691,2012-07-13,2012-07-22,2012.0
1044126692,2012-06-21,2012-07-03,2012.0
1044126693,2012-06-20,2012-07-12,2012.0
1044126694,2012-07-30,2012-08-17,2012.0
1044127094,2012-08-08,2012-08-16,2012.0
1044127455,2012-07-13,2012-08-10,2012.0
1044128275,2012-06-28,2012-10-19,2012.0
1044128276,2012-07-05,2012-10-19,2012.0
1044128277,2012-07-06,2012-10-25,2012.0
1044128280,2012-07-19,2012-08-16,2012.0
1044128281,2012-07-09,2012-10-19,2012.0
1044128285,2012-07-13,2012-10-20,2012.0
1044128286,2012-07-11,2012-10-20,2012.0
1044128287,2012-06-29,2012-10-25,2012.0
1044128292,2012-07-05,2012-07-13,2012.0
1044128294,2012-07-25,2012-08-08,2012.0
1044128301,2012-07-24,2012-09-12,2012.0
1044128302,2012-08-06,2012-12-26,2012.0
1044128303,2012-08-16,2012-10-29,2012.0
1044128778,2012-09-02,2012-09-05,2012.0
1044128780,2012-09-09,2012-09-11,2012.0
1044128813,2012-06-27,2012-08-10,2012.0
1044129542,2012-07-23,2012-08-15,2012.0
1044129547,2012-06-05,2012-06-11,2012.0
1044129884,2012-07-02,2012-07-08,2012.0
1044129887,2012-07-11,2012-07-19,2012.0
1044129892,2012-07-18,2012-08-07,2012.0
1044129895,2012-07-11,2012-07-19,2012.0
1044130472,2012-07-02,2012-07-13,2012.0
1044130475,2012-07-06,2012-09-17,2012.0
1044130484,2012-07-12,2012-07-25,2012.0
1044130488,2012-10-02,2013-01-06,2013.0
1044130511,2012-08-17,2012-09-13,2012.0
1044130514,2012-07-11,2012-08-09,2012.0
1044130902,2012-07-13,2012-08-16,2012.0
1044130912,2012-07-06,2012-07-15,2012.0
1044130919,2012-07-11,2012-08-16,2012.0
1044130920,2012-07-12,2012-08-16,2012.0
1044130921,2012-10-24,2012-11-29,2012.0
1044130927,2012-07-06,2012-07-14,2012.0
1044132061,2012-08-21,2012-09-05,2012.0
1044132099,2012-07-24,2012-08-27,2012.0
1044132101,2012-06-30,2012-08-03,2012.0
1044132102,2012-08-09,2012-08-31,2012.0
1044132561,2012-07-21,2012-08-23,2012.0
1044132563,2012-09-10,2012-11-08,2012.0
1044132952,2012-07-13,2012-08-29,2012.0
1044132954,2012-07-06,2012-08-09,2012.0
1044132980,2012-07-23,2012-07-31,2012.0
1044132982,2012-07-24,2012-08-07,2012.0
1044132988,2012-07-08,2012-07-16,2012.0
1044136384,2012-07-13,2012-08-30,2012.0
1044136385,2012-07-09,2012-07-17,2012.0
1044136956,2012-08-08,2012-08-16,2012.0
1044136992,2012-07-25,2012-08-09,2012.0
1044136996,2012-07-25,2012-08-06,2012.0
1044137005,2012-07-20,2012-07-28,2012.0
1044137006,2012-07-19,2012-09-25,2012.0
1044137017,2012-08-01,2012-08-08,2012.0
1044137024,2012-07-20,2012-07-29,2012.0
1044137031,2012-08-07,2012-08-15,2012.0
1044137454,2012-07-19,2012-08-13,2012.0
1044137473,2012-09-04,2012-09-11,2012.0
1044137673,2012-07-18,2012-09-18,2012.0
1044137680,2012-07-26,2012-08-01,2012.0
1044137681,2012-07-18,2012-07-25,2012.0
1044138007,2012-08-09,2013-01-05,2013.0
1044138034,2012-07-21,2012-07-29,2012.0
1044138204,2012-07-20,2012-09-28,2012.0
1044138206,2012-07-26,2012-10-12,2012.0
1044138259,2012-07-26,2012-08-29,2012.0
1044138613,2012-09-07,2012-10-12,2012.0
1044138622,2012-08-22,2012-08-30,2012.0
1044138642,2012-07-28,2012-08-07,2012.0
1044138945,2012-07-19,2012-08-17,2012.0
1044138962,2012-07-30,2012-08-10,2012.0
1044138969,2012-08-08,2012-08-17,2012.0
1044139181,2012-08-17,2012-08-27,2012.0
1044139184,2012-08-02,2012-08-07,2012.0
1044139991,2012-08-10,2012-10-03,2012.0
1044140000,2012-08-27,2012-09-11,2012.0
1044140003,2012-08-13,2012-10-03,2012.0
1044140005,2012-08-15,2012-09-25,2012.0
1044140006,2012-08-03,2012-09-11,2012.0
1044140009,2012-08-08,2012-09-25,2012.0
1044140011,2012-09-06,2012-10-12,2012.0
1044140060,2012-08-15,2012-08-31,2012.0
1044140063,2012-07-30,2012-07-30,2012.0
1044140064,2012-08-01,2012-08-09,2012.0
1044140261,2012-08-01,2012-09-05,2012.0
1044140263,2012-11-09,2012-11-19,2012.0
1044140265,2012-08-09,2012-09-09,2012.0
1044140269,2012-09-18,2012-09-26,2012.0
1044140517,2012-12-01,2012-12-03,2012.0
1044140704,2012-08-14,2012-10-11,2012.0
1044140707,2012-08-02,2012-08-08,2012.0
1044140713,2012-08-22,2012-08-30,2012.0
1044140805,2012-09-21,2012-10-23,2012.0
1044140806,2012-08-02,2012-09-12,2012.0
1044140811,2012-08-22,2012-10-28,2012.0
1044140812,2012-07-30,2012-08-10,2012.0
1044141192,2012-08-23,2012-08-29,2012.0
1044141204,2012-08-02,2012-09-12,2012.0
1044141210,2012-08-21,2012-08-28,2012.0
1044141568,2012-08-10,2012-09-27,2012.0
1044141594,2012-08-03,2012-08-11,2012.0
1044141604,2012-08-23,2012-09-13,2012.0
1044142016,2012-10-12,2012-12-31,2012.0
1044142030,2012-09-25,2012-09-30,2012.0
1044142232,2012-10-06,2012-10-15,2012.0
1044142239,2012-08-03,2012-09-06,2012.0
1044142240,2012-08-02,2012-08-21,2012.0
1044142457,2012-08-14,2012-09-25,2012.0
1044142463,2012-08-09,2012-08-16,2012.0
1044142466,2012-08-07,2012-09-27,2012.0
1044142470,2012-08-21,2012-08-30,2012.0
1044142865,2012-09-18,2012-09-25,2012.0
1044142866,2012-08-07,2012-08-14,2012.0
1044143367,2012-09-18,2012-10-07,2012.0
1044143379,2012-08-14,2012-10-05,2012.0
1044143382,2012-08-14,2012-09-24,2012.0
1044143383,2012-08-30,2012-09-02,2012.0
1044143900,2012-08-17,2012-09-26,2012.0
1044143902,2012-08-28,2012-09-25,2012.0
1044144068,2012-08-17,2012-09-18,2012.0
1044144079,2012-08-22,2012-09-05,2012.0
1044144080,2012-08-13,2012-09-18,2012.0
1044144393,2012-08-20,2012-09-28,2012.0
1044144405,2012-08-20,2012-08-28,2012.0
1044144406,2012-08-15,2012-08-22,2012.0
1044144558,2012-10-04,2013-01-18,2013.0
1044144583,2012-09-07,2012-09-15,2012.0
1044144585,2012-09-05,2012-10-24,2012.0
1044144586,2012-08-21,2012-08-30,2012.0
1044150047,2012-08-27,2012-10-12,2012.0
1044152609,2012-09-08,2012-09-18,2012.0
1044152610,2012-11-30,2013-01-20,2013.0
1044152647,2012-09-07,2012-09-25,2012.0
1044153911,2012-08-23,2012-09-20,2012.0
1044154188,2012-10-03,2013-02-13,2013.0
1044154827,2012-09-14,2012-10-29,2012.0
1044154877,2012-08-23,2012-09-13,2012.0
1044164586,2012-09-18,2012-10-24,2012.0
1044164587,2012-09-11,2012-09-17,2012.0
1044164598,2012-09-12,2012-11-27,2012.0
1044164617,2012-10-04,2012-10-09,2012.0
1044164621,2012-09-18,2012-09-27,2012.0
1044164624,2012-09-09,2012-09-17,2012.0
1044164921,2012-11-02,2012-11-05,2012.0
1044164931,2012-09-20,2012-11-05,2012.0
1044164935,2012-10-04,2012-10-08,2012.0
1044164948,2012-09-10,2012-09-18,2012.0
1044164957,2012-09-24,2012-10-30,2012.0
1044165900,2012-09-19,2012-10-12,2012.0
1044165907,2012-10-12,2012-11-12,2012.0
1044168004,2012-09-27,2012-11-02,2012.0
1044168762,2012-09-25,2012-10-03,2012.0
1044170767,2012-09-24,2012-11-02,2012.0
1044170778,2012-09-27,2012-10-25,2012.0
1044170799,2012-09-23,2012-10-17,2012.0
1044171331,2012-09-25,2012-11-28,2012.0
1044171339,2012-10-28,2012-11-19,2012.0
1044171530,2012-09-18,2012-11-15,2012.0
1044171774,2012-10-10,2012-11-28,2012.0
1044171787,2012-09-21,2012-10-25,2012.0
1044171813,2012-11-14,2012-11-15,2012.0
1044171814,2012-11-16,2012-11-17,2012.0
1044171815,2012-11-19,2012-11-20,2012.0
1044172353,2012-10-10,2012-10-30,2012.0
1044172560,2012-12-10,2013-02-13,2013.0
1044172575,2012-12-18,2013-03-18,2013.0
1044172734,2012-09-28,2012-10-03,2012.0
1044172735,2012-10-02,2012-10-10,2012.0
1044172746,2012-10-01,2012-11-28,2012.0
1044172755,2012-09-29,2012-10-18,2012.0
1044172999,,,
1044173011,2012-11-07,2012-12-12,2012.0
1044173335,2012-10-01,2012-10-16,2012.0
1044173340,2012-11-23,2012-11-29,2012.0
1044173489,2012-09-29,2012-10-06,2012.0
1044173516,2012-11-03,2012-11-21,2012.0
1044173517,2012-10-08,2012-10-10,2012.0
1044175539,2012-10-05,2012-10-13,2012.0
1044175557,2012-10-26,2012-12-12,2012.0
1044175577,2012-10-17,2012-11-06,2012.0
1044175850,2012-10-30,2012-11-06,2012.0
1044175866,2012-10-25,2012-11-22,2012.0
1044175873,2012-11-01,2012-11-19,2012.0
1044176349,2012-10-10,2012-10-18,2012.0
1044177058,2012-10-30,2012-12-07,2012.0
1044177066,2012-11-15,2012-11-20,2012.0
1044177069,2012-10-17,2012-11-02,2012.0
1044177077,2012-10-23,2012-11-03,2012.0
1044177504,2012-10-12,2012-10-21,2012.0
1044177523,2012-11-24,2012-12-05,2012.0
1044177940,2012-11-15,2012-12-04,2012.0
1044177943,2012-11-09,2012-12-04,2012.0
1044177951,2012-11-02,2012-12-04,2012.0
1044177956,2012-10-17,2012-10-21,2012.0
1044178608,2012-10-30,2012-12-03,2012.0
1044178618,2012-10-15,2012-11-20,2012.0
1044178635,2012-10-17,2012-11-02,2012.0
1044179142,2012-10-29,2012-11-01,2012.0
1044179160,2012-10-30,2012-11-07,2012.0
1044179161,2012-10-16,2012-10-24,2012.0
1044181477,2012-11-08,2012-11-16,2012.0
1044183480,2012-11-06,2012-12-10,2012.0
1044183499,2012-10-29,2012-11-27,2012.0
1044183869,2012-10-30,2012-11-14,2012.0
1044183870,2013-02-26,2013-03-29,2013.0
1044183883,2012-10-29,2012-12-10,2012.0
1044183894,2012-10-29,2012-11-21,2012.0
1044186387,2012-11-05,2012-11-30,2012.0
1044186395,2012-11-06,2012-11-20,2012.0
1044188965,2012-11-29,2013-01-21,2013.0
1044188967,2012-12-05,2013-01-21,2013.0
1044188969,2012-12-10,2013-01-24,2013.0
1044188970,2012-12-11,2013-01-21,2013.0
1044190109,2012-11-07,2012-11-16,2012.0
1044190513,2012-11-13,2013-01-08,2013.0
1044190518,2012-11-19,2012-11-27,2012.0
1044190530,2012-11-24,2013-01-23,2013.0
1044190843,2012-12-07,2012-12-17,2012.0
1044191399,2012-11-29,2012-11-30,2012.0
1044191400,2012-11-15,2012-11-21,2012.0
1044191406,2012-11-28,2012-12-03,2012.0
1044191429,2012-08-27,2012-10-03,2012.0
1044193072,2012-11-23,2012-11-26,2012.0
1044193073,2012-11-26,2012-11-29,2012.0
1044194407,2013-01-05,2013-01-15,2013.0
1044194410,2012-11-17,2013-03-01,2013.0
1044194444,2012-11-19,2012-11-28,2012.0
1044194455,2012-11-19,2013-01-23,2013.0
1044194946,2012-11-23,2012-11-28,2012.0
1044195444,2012-11-20,2012-12-14,2012.0
1044195447,2012-12-04,2012-12-18,2012.0
1044195460,2012-12-10,2013-01-10,2013.0
1044195702,2012-11-26,2012-12-04,2012.0
1044197890,2013-01-19,2013-01-25,2013.0
1044197919,2012-12-14,2012-12-21,2012.0
1044198228,2012-12-05,2012-12-18,2012.0
1044198403,2012-12-05,2013-02-07,2013.0
1044198445,2012-12-06,2012-12-13,2012.0
1044198447,2012-12-17,2013-01-04,2013.0
1044198448,2012-12-18,2013-01-03,2013.0
1044199086,,,
1044199433,2012-12-14,2012-12-20,2012.0
1044199459,2012-12-07,2012-12-13,2012.0
1044199765,2012-12-27,2013-01-05,2013.0
1044199773,2013-09-04,2013-09-12,2013.0
1044199777,2012-12-05,2012-12-12,2012.0
1044199781,2013-01-18,2013-04-07,2013.0
1044199783,2013-01-09,2013-01-14,2013.0
1044201409,2012-12-14,2013-01-11,2013.0
1044201435,2012-12-12,2012-12-17,2012.0
1044201787,2012-12-12,2012-12-19,2012.0
1044201798,2013-01-03,2013-01-18,2013.0
1044201799,2013-01-04,2013-01-21,2013.0
1044201982,2012-12-14,2012-12-21,2012.0
1044202136,2013-01-22,2013-03-06,2013.0
1044202137,2013-01-28,2013-01-28,2013.0
1044202395,2013-01-02,2013-03-11,2013.0
1044202400,2013-01-21,2013-02-08,2013.0
1044202798,2012-12-23,2013-01-17,2013.0
1044203204,2013-01-28,2013-02-08,2013.0
1044203464,2013-01-15,2013-01-16,2013.0
1044205557,2012-12-28,2013-03-18,2013.0
1044208734,2013-01-26,2013-01-28,2013.0
1044208735,2013-01-05,2013-01-07,2013.0
1044209431,2013-01-10,2013-02-05,2013.0
1044210469,2013-01-09,2013-01-11,2013.0
1044210470,2013-01-07,2013-01-09,2013.0
1044211104,2013-01-07,2013-01-22,2013.0
1044212857,2013-01-08,2013-01-29,2013.0
1044212864,2013-01-14,2013-01-22,2013.0
1044213900,2013-01-10,2013-01-22,2013.0
1044214183,2013-01-16,2013-01-19,2013.0
1044214222,2013-01-26,2013-02-08,2013.0
1044216909,2013-01-17,2013-04-02,2013.0
1044216973,2013-01-28,2013-02-24,2013.0
1044217040,2013-01-16,2013-01-24,2013.0
1044217046,2013-01-25,2013-01-30,2013.0
1044217047,2013-03-23,2013-03-30,2013.0
1044217056,2013-02-11,2013-03-07,2013.0
1044217057,2013-01-23,2013-01-30,2013.0
1044217067,2013-01-24,2013-02-18,2013.0
1044217070,2013-01-30,2013-02-22,2013.0
1044218764,2013-02-03,2013-02-10,2013.0
1044218968,2013-10-23,2013-11-26,2013.0
1044218977,2013-01-26,2013-02-06,2013.0
1044219341,2013-01-31,2013-03-18,2013.0
1044219347,2013-02-06,2013-03-06,2013.0
1044219391,2013-01-30,2013-02-23,2013.0
1044219393,2013-02-04,2013-03-07,2013.0
1044219394,2013-02-05,2013-03-06,2013.0
1044219395,2013-02-18,2013-03-14,2013.0
1044219397,2013-02-08,2013-03-06,2013.0
1044219976,2013-02-08,2013-03-11,2013.0
1044221418,2013-02-11,2013-03-06,2013.0
1044221458,2013-02-13,2013-03-07,2013.0
1044221492,2013-03-18,2013-03-20,2013.0
1044221494,2013-02-20,2013-03-08,2013.0
1044221495,2013-03-14,2013-03-15,2013.0
1044221496,2013-03-12,2013-03-15,2013.0
1044221663,2013-02-12,2013-03-07,2013.0
1044223578,2013-03-04,2013-03-15,2013.0
1044223920,2013-02-22,2013-03-21,2013.0
1044223944,2013-03-04,2013-04-19,2013.0
1044226098,2013-03-08,2013-03-11,2013.0
1044226099,2013-03-11,2013-03-15,2013.0
1044226114,2013-03-26,2013-09-30,2013.0
1044226133,2013-03-07,2013-04-22,2013.0
1044226168,2013-02-18,2013-03-23,2013.0
1044226946,2013-02-25,2013-03-15,2013.0
1044226948,2013-03-07,2013-03-21,2013.0
1044226949,2013-03-08,2013-03-21,2013.0
1044226956,2013-03-15,2013-03-27,2013.0
1044226957,2013-03-15,2013-04-15,2013.0
1044226960,2013-03-12,2013-04-22,2013.0
1044227360,2013-03-14,2013-04-22,2013.0
1044229817,2013-03-14,2013-04-11,2013.0
1044229844,2013-03-02,2013-04-02,2013.0
1044231231,1955-10-12,1955-11-11,1955.0
1044231236,,,
1044231783,,1956-11-17,1956.0
1044231784,,,
1044231811,2013-03-11,2013-03-22,2013.0
1044235263,2013-03-11,2013-03-19,2013.0
1044235345,2013-05-01,2013-06-20,2013.0
1044235347,2013-03-20,2013-03-29,2013.0
1044235358,2013-04-08,2013-06-07,2013.0
1044236050,2013-03-18,2013-03-29,2013.0
1044236073,2013-03-18,2013-04-17,2013.0
1044236074,2013-03-13,2013-04-02,2013.0
1044236504,2013-03-20,2013-04-01,2013.0
1044237129,2013-10-02,2013-10-15,2013.0
1044237183,2013-03-26,2013-04-15,2013.0
1044237184,2013-03-25,2013-04-17,2013.0
1044237200,2013-04-16,2013-04-30,2013.0
1044237202,2013-03-27,2013-04-08,2013.0
1044237446,2013-02-15,2013-02-18,2013.0
1044237448,2013-02-19,2013-02-20,2013.0
1044237477,2013-04-18,2013-04-18,2013.0
1044239092,2013-04-12,2013-04-29,2013.0
1044239098,2013-04-01,2013-05-28,2013.0
1044239114,2013-04-04,2013-04-15,2013.0
1044239116,2013-04-03,2013-04-15,2013.0
1044239119,2013-04-01,2013-05-03,2013.0
1044239492,2013-04-15,2013-04-29,2013.0
1044242427,2013-04-09,2013-04-30,2013.0
1044242702,2013-04-24,2013-05-16,2013.0
1044242716,2013-04-17,2013-06-12,2013.0
1044243861,2013-04-18,2013-04-30,2013.0
1044243864,2013-05-02,2013-05-29,2013.0
1044244714,2013-08-01,2013-08-20,2013.0
1044245211,2013-04-13,2014-05-04,2014.0
1044245982,2013-04-29,2013-05-14,2013.0
1044248407,2013-05-01,2013-05-28,2013.0
1044248409,2013-04-30,2013-05-14,2013.0
1044250590,2013-05-13,2013-05-29,2013.0
1044251261,2013-05-28,2013-06-02,2013.0
1044254151,2013-06-07,2013-06-25,2013.0
1044254152,2013-06-20,2013-06-29,2013.0
1044254154,2013-06-11,2013-06-24,2013.0
1044254173,2013-05-12,2013-05-13,2013.0
1044254174,2013-05-12,2013-05-13,2013.0
1044254907,2014-04-10,2014-05-21,2014.0
1044261529,2013-06-26,2013-07-17,2013.0
1044261532,2013-07-26,2013-07-29,2013.0
1044261733,2014-03-27,2014-05-05,2014.0
1044262277,2013-09-04,2013-09-05,2013.0
1044262297,2014-06-02,2014-06-12,2014.0
1044563776,2013-11-04,2013-11-07,2013.0
1044564031,2013-07-03,2013-07-10,2013.0
1044564032,2013-07-08,2013-07-10,2013.0
1044564365,2013-06-27,2013-07-10,2013.0
1044564366,2013-06-07,2013-07-11,2013.0
1044569404,2013-06-21,2013-06-29,2013.0
1044569405,2013-06-19,2013-06-26,2013.0
1044569422,2013-06-22,2013-07-01,2013.0
1044571944,2013-12-28,2014-06-01,2014.0
1044572927,2013-06-23,2013-06-25,2013.0
1044572928,2013-07-20,2013-07-22,2013.0
1044572929,2013-07-21,2013-07-23,2013.0
1044572932,2013-09-01,2013-09-03,2013.0
1044573004,2013-06-24,2013-07-24,2013.0
1044573541,2013-06-20,2013-07-16,2013.0
1044574157,2013-07-18,2013-09-27,2013.0
1044576168,2013-08-12,2013-09-03,2013.0
1044577446,2013-10-31,2013-11-09,2013.0
1044578967,2013-07-05,2013-07-12,2013.0
1044578970,2014-04-17,2014-05-16,2014.0
1044579469,2013-07-19,2013-07-29,2013.0
1044579481,2013-07-26,2013-08-15,2013.0
1044580864,2013-08-21,2013-09-05,2013.0
1044581249,2013-07-23,2013-07-31,2013.0
1044582215,2013-08-10,2013-08-17,2013.0
1044582942,2013-12-01,2014-09-19,2014.0
1044582960,2013-09-13,2013-09-25,2013.0
1044583274,2013-08-20,2013-09-17,2013.0
1044583876,2014-03-09,2014-05-20,2014.0
1044584140,2013-08-16,2013-10-03,2013.0
1044584425,2013-08-06,2013-08-12,2013.0
1044584711,2013-08-17,2013-10-24,2013.0
1044588565,2013-08-08,2013-08-27,2013.0
1044588821,2013-08-22,2013-12-15,2013.0
1044589304,2013-08-10,2013-08-20,2013.0
1044589955,2013-08-02,2013-09-12,2013.0
1044589990,2013-08-26,2013-09-20,2013.0
1044590219,2013-08-12,2013-09-18,2013.0
1044590222,2013-12-27,2014-03-10,2014.0
1044590423,2013-09-18,2013-10-14,2013.0
1044590728,2013-09-22,2013-10-25,2013.0
1044591439,2013-10-03,2013-11-01,2013.0
1044591952,2013-08-23,2013-08-31,2013.0
1044592235,2013-08-17,2013-08-24,2013.0
1044592888,2013-10-07,2013-10-13,2013.0
1044593156,2013-08-20,2013-10-04,2013.0
1044593165,2013-08-21,2013-08-27,2013.0
1044593180,2013-08-27,2013-09-12,2013.0
1044593391,2013-08-17,2013-09-25,2013.0
1044593400,2013-09-27,2013-10-11,2013.0
1044593411,2013-08-28,2013-09-03,2013.0
1044593684,2013-08-17,2013-08-21,2013.0
1044594317,2013-09-26,2013-10-29,2013.0
1044595608,2013-08-28,2013-10-22,2013.0
1044595796,2013-09-05,2013-09-16,2013.0
1044595799,2013-09-13,2013-09-17,2013.0
1044595811,2013-08-30,2013-09-18,2013.0
1044595815,2013-09-03,2013-09-12,2013.0
1044596266,2013-10-04,2013-11-08,2013.0
1044597972,2013-10-11,2013-11-26,2013.0
1044597981,2013-09-05,2013-10-15,2013.0
1044598013,2013-09-17,2013-10-03,2013.0
1044598933,2013-09-04,2013-10-29,2013.0
1044598934,2013-09-30,2013-12-04,2013.0
1044598937,2013-09-21,2014-02-25,2014.0
1044598956,2013-09-06,2013-10-01,2013.0
1044598957,2013-09-05,2013-10-01,2013.0
1044598967,2013-09-18,2013-10-11,2013.0
1044598970,2013-10-21,2013-11-19,2013.0
1044598972,2013-10-14,2013-12-02,2013.0
1044598976,2014-05-29,2014-06-10,2014.0
1044618857,2013-10-31,2013-12-05,2013.0
1044618884,2013-09-05,2013-09-13,2013.0
1044622846,2013-11-14,2014-01-14,2014.0
1044622849,2013-09-10,2013-10-10,2013.0
1044622856,2013-09-23,2013-10-25,2013.0
1044622858,2013-10-30,2013-12-03,2013.0
1044623286,2013-09-11,2013-09-23,2013.0
1044623751,2013-09-23,2013-09-30,2013.0
1044624162,2013-09-26,2013-10-11,2013.0
1044624165,2013-09-12,2013-10-14,2013.0
1044624166,2013-09-09,2013-09-18,2013.0
1044624171,2013-10-14,2013-10-30,2013.0
1044624178,2013-10-14,2013-10-23,2013.0
1044624485,2013-09-24,2013-09-26,2013.0
1044624490,2013-10-21,2013-10-30,2013.0
1044624492,2013-11-13,2014-05-21,2014.0
1044624493,2014-07-21,2014-08-01,2014.0
1044624496,2013-11-18,2014-05-21,2014.0
1044624522,2013-10-01,2013-11-11,2013.0
1044624524,2013-09-21,2013-10-15,2013.0
1044624527,2013-09-23,2013-09-24,2013.0
1044624942,2013-09-16,2013-10-01,2013.0
1044625282,2013-09-28,2013-12-01,2013.0
1044625283,2013-09-27,2013-10-18,2013.0
1044625302,2013-09-20,2013-09-26,2013.0
1044625647,2013-09-20,2013-09-27,2013.0
1044625822,2013-09-24,2013-11-19,2013.0
1044625832,2014-01-02,2014-05-07,2014.0
1044625847,2013-10-30,2013-11-09,2013.0
1044626074,2013-10-03,2013-12-05,2013.0
1044626356,2013-10-01,2013-10-17,2013.0
1044626357,2013-09-20,2013-09-26,2013.0
1044626531,2013-10-23,2013-12-10,2013.0
1044626868,2014-02-26,2014-03-21,2014.0
1044626876,2014-01-30,2014-03-24,2014.0
1044627014,2013-10-29,2014-01-21,2014.0
1044627656,2013-10-11,2013-10-15,2013.0
1044627658,2013-10-08,2013-10-15,2013.0
1044627659,2013-10-03,2013-10-15,2013.0
1044627694,2013-11-07,2013-12-30,2013.0
1044627715,2013-10-24,2013-11-12,2013.0
1044628073,2013-10-23,2013-10-31,2013.0
1044628079,2014-02-23,2014-05-06,2014.0
1044628955,2013-10-08,2013-11-13,2013.0
1044628965,2013-09-30,2013-10-07,2013.0
1044628966,2013-10-08,2013-10-20,2013.0
1044628978,2013-11-01,2014-01-24,2014.0
1044628980,2013-10-25,2013-11-01,2013.0
1044629364,2014-04-22,2014-04-23,2014.0
1044629365,2014-04-23,2014-04-24,2014.0
1044629412,2013-11-02,2013-12-03,2013.0
1044629414,2013-11-30,2013-12-11,2013.0
1044629415,2013-11-18,2013-11-29,2013.0
1044629418,2013-10-03,2013-11-06,2013.0
1044630414,2013-11-05,2013-12-02,2013.0
1044630421,2013-10-08,2013-10-10,2013.0
1044630422,2013-10-11,2013-10-31,2013.0
1044630427,2014-04-21,2014-05-16,2014.0
1044630431,2013-12-31,2014-02-25,2014.0
1044630917,2013-10-31,2013-12-24,2013.0
1044631217,2013-11-26,2014-01-28,2014.0
1044631643,2013-10-16,2013-11-19,2013.0
1044631669,2013-11-05,2014-01-24,2014.0
1044632064,2013-12-12,2013-12-17,2013.0
1044632084,2013-10-24,2013-11-20,2013.0
1044632326,2013-10-22,2013-10-26,2013.0
1044632346,2013-11-04,2013-11-14,2013.0
1044632376,2013-10-16,2013-10-24,2013.0
1044632713,2013-10-24,2013-11-05,2013.0
1044632981,2013-11-12,2013-11-19,2013.0
1044632982,2013-11-02,2013-11-12,2013.0
1044632983,2013-11-30,2014-01-03,2014.0
1044633309,2013-10-31,2013-11-09,2013.0
1044633310,2013-10-31,2013-12-02,2013.0
1044633322,2013-10-18,2013-10-25,2013.0
1044633347,2013-11-04,2014-01-09,2014.0
1044633351,2013-10-26,2013-10-28,2013.0
1044633733,2013-10-25,2013-11-14,2013.0
1044633743,2013-11-18,2013-11-25,2013.0
1044634042,2013-10-24,2013-12-13,2013.0
1044634047,2013-10-26,2014-01-27,2014.0
1044634048,2013-10-25,2013-11-02,2013.0
1044634053,2014-01-14,2014-01-24,2014.0
1044634056,2013-10-24,2013-10-25,2013.0
1044634065,2013-10-24,2013-11-13,2013.0
1044634465,2014-04-29,2014-07-18,2014.0
1044634822,2014-05-08,2014-07-23,2014.0
1044634823,2014-06-27,2014-08-12,2014.0
1044634830,2013-11-29,2014-01-22,2014.0
1044634857,2013-11-04,2013-11-19,2013.0
1044634859,2013-10-30,2013-11-12,2013.0
1044635786,2013-11-26,2014-01-24,2014.0
1044635993,2013-10-30,2013-11-14,2013.0
1044636002,2013-10-31,2013-11-14,2013.0
1044636012,2013-10-29,2013-11-04,2013.0
1044637760,2013-11-11,2014-01-14,2014.0
1044637762,2013-11-12,2014-03-10,2014.0
1044640261,2013-12-08,2013-12-15,2013.0
1044643416,2013-11-12,2014-01-01,2014.0
1044643419,2014-01-14,2014-01-15,2014.0
1044643421,2014-01-07,2014-01-08,2014.0
1044643422,2014-01-14,2014-01-14,2014.0
1044643428,2013-12-16,2013-12-18,2013.0
1044643432,2013-11-18,2014-01-07,2014.0
1044643440,2013-12-16,2014-01-05,2014.0
1044643444,2013-11-08,2014-01-09,2014.0
1044643476,2014-03-15,2014-05-22,2014.0
1044643477,2013-11-16,2013-11-25,2013.0
1044643485,2013-12-11,2014-02-13,2014.0
1044643882,2013-11-13,2014-01-01,2014.0
1044643886,2013-11-27,2014-01-02,2014.0
1044643912,2013-11-15,2013-12-04,2013.0
1044643913,2013-11-13,2013-11-21,2013.0
1044643915,2014-02-19,2014-03-11,2014.0
1044644568,2013-11-14,2014-01-20,2014.0
1044644604,2013-11-11,2014-01-15,2014.0
1044645545,2013-11-22,2013-11-30,2013.0
1044646343,2013-11-29,2013-12-04,2013.0
1044652460,2013-11-16,2014-01-08,2014.0
1044652464,2013-11-23,2013-11-30,2013.0
1044652465,2013-11-15,2014-01-07,2014.0
1044653086,2014-04-07,2014-04-09,2014.0
1044653782,2013-11-22,2014-06-18,2014.0
1044653783,2013-12-16,2014-03-10,2014.0
1044653793,2014-01-02,2014-01-10,2014.0
1044653797,2014-03-10,2014-04-18,2014.0
1044653807,2013-12-17,2014-01-20,2014.0
1044653808,2013-12-18,2014-01-20,2014.0
